fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.24499048443212,0.43833016147737325,0.19249524221605985,2.1,0.0678998096886424,14.0,24.483301614773733,0.9931772901960922,3.3241650807386867,0.5783301614773733,12.671707900794148,6.0,0
6.90351050150293,0.725351050150293,0.03793881268786626,2.0241223746242674,0.07955265752254395,12.758776253757325,54.48244749248535,0.9966482447492486,3.4141223746242675,0.5941223746242674,9.655265752254396,5.0,0
6.995494492361993,0.776377557117646,0.12712322968778353,1.8847488197918558,0.11985447284036221,5.0,16.0,0.9935943500786806,3.4011263769095015,0.5445235444099553,12.069497639583712,6.282496065972852,0
7.476525195800151,0.6699814334279486,0.22234748041998487,1.9706100783200604,0.09846763942679183,16.940848825199094,103.0591511748009,0.9965234748041999,3.284713527412021,0.5723474804199848,9.37061007832006,5.0,0
8.33645658151995,0.6482382121833437,0.3261101768106402,2.031771709240025,0.08931771709240025,15.0,54.89409430253325,0.9974023424361399,3.3047047151266624,0.5784724557973399,10.33645658151995,4.105905697466749,0
7.7,0.6867873907890243,0.05160630460548784,2.6571652105203247,0.07505354348684959,15.0,27.0,0.9973625195592053,3.2632126092109757,0.6062519559205284,9.121417394739838,5.053543486849595,0
10.578511645497295,0.3471069872983769,0.5614046581989179,2.246279113743237,0.08571069872983769,6.0,20.0,0.9968609952661627,3.1442976709005412,0.7565302026545986,11.089255822748648,6.892558227486474,0
7.951668796374388,0.6402615639579596,0.2248619984893284,1.8644416048341492,0.11489698440485999,7.419447993957314,23.0,0.9968194479939573,3.3122496805438417,0.6709723996978657,9.948331203625612,6.580552006042686,0
8.75840205330757,0.6965890349097935,0.037337864488830114,2.4439268993986234,0.08975707597594494,19.21963449699312,38.0,0.9987364386036083,3.360981724849656,0.5846255852104817,9.343926899398625,5.0,0
6.423664266698902,0.4204122773475165,0.27283971200386814,4.318321333494506,0.14449621067279123,61.71297840029011,124.52671466602197,0.9957455426294771,3.26763357333011,0.5028397120038681,9.5,5.0,0
7.501968118283118,0.28029521774246774,0.45482778965022713,1.9004920295707797,0.0626156269491332,8.0,18.5024601478539,0.9944549694986649,3.369901594085844,0.580098405914156,11.897539852146103,6.0,0
7.895319890942716,0.6129235749168247,0.6426895694639605,2.875444359889037,0.09247363705545333,25.614040327171853,128.79531989094272,0.9972204680109057,3.1495912370794765,0.5668424196303111,9.307020163585927,5.0,0
8.6,0.49,0.28591130303258516,1.9591130303258517,0.11,19.408869696741483,134.22660909022446,0.9972,2.93,1.9677339090977555,9.840886969674148,5.408869696741483,0
7.513864102246652,0.4913864102246652,0.3079203846630022,2.230295128427344,0.08495250512471317,22.81386410224665,54.0,0.9975756101531223,3.42,0.8181770770564061,9.460590256854687,5.186135897753348,0
9.232625879626877,0.6101591770839526,0.37257282059889335,2.834748240746245,0.1918168921276206,12.668435300932806,37.668435300932806,0.9992694964814925,3.2435278831026086,0.6165251759253755,9.66684353009328,5.0,0
9.784024161295948,0.5573963758056079,0.24405332217819287,2.173963758056078,0.10897042282267909,7.28993959676013,59.85503020161993,0.9974770693616748,2.989289731449222,0.9162132887127714,10.11301812097196,5.0,0
10.38584838157829,0.2858584838157829,0.41378772572367434,1.682830323684342,0.0873132129473737,19.207075809210856,27.0,0.9954520707580921,3.253080144802589,0.7217169676315658,11.755046933552402,6.0,0
12.278652514447971,0.28280849133121794,0.49426949711040596,3.021725886309224,0.0785730502889594,27.7865251444797,46.213474855520296,0.9993284633140693,3.192884171482657,0.7971536685930627,10.207115828517344,6.0,0
6.813801518522563,0.56,0.21654962036935918,1.7930992407387185,0.07337893166648465,15.0,24.0,0.9944324457703858,3.4027603037045124,0.8103389370342057,11.155145064801669,6.069007592612817,0
7.770392260251554,0.5136195602842852,0.17414508356478248,1.6177646438490676,0.0835396024669192,20.822353561509324,102.0,0.9960414508356478,3.382301987665404,0.4865137027446581,9.488156904100622,5.0,0
8.093079562038165,0.6170934160560294,0.24839101460129895,2.394463649630532,0.09145155693426715,16.493079562038165,43.0,0.9981084775036484,3.406038065694275,0.6202768175184734,9.741003430649615,5.493079562038165,0
10.709412071817018,0.30684708646353165,0.6009412071817019,1.8094120718170181,0.07811531745809339,3.0,8.0,0.995410094642807,3.176376482872681,0.5181882414363403,11.840941207181702,6.0,0
8.975648567596833,0.36673642569762444,0.5113723601124547,2.264769986588914,0.10702845020116629,25.81087858100792,85.37824283798416,0.997601171760329,3.2562175716201582,0.5470209277092873,9.7,5.0,0
9.617912963955257,0.31716349973208036,0.41970088865073807,1.6313392576715873,0.07464174072089484,14.0,21.328348144178968,0.9958949151070625,3.1744765551387917,0.5264174072089484,10.965669628835794,6.0,0
5.965410136427165,0.835274152052255,0.023253372318092325,2.1996573099346812,0.056945169589549025,17.0,79.32876413246242,0.9942373270174906,3.570376959071851,0.6668837037080351,10.968151656949715,5.0,0
7.43063819425262,0.6448512503452831,0.04902111080419276,1.9,0.07875743748273584,11.306381942526205,34.30638194252621,0.9974936180574738,3.4701703474715933,0.5783829165515724,9.430638194252621,5.612763885052409,0
9.491550873659246,0.4228877184148114,0.47457754368296223,2.5228877184148115,0.12430698101614249,5.771122815851887,20.0,0.9980129627957096,3.186620349463698,0.5663743834029529,10.545775436829622,5.228877184148113,0
6.509301373731909,0.5697151710104152,0.09165109616123364,2.117267465656702,0.06952558901014473,15.0,28.654650686865956,0.9936478726688922,3.4985002046476397,0.61,12.238139725253617,6.0,0
12.415159507480011,0.35303190149600194,0.49909570448800594,2.6,0.0796063802992004,26.696809850399802,68.8484049251999,0.9994151595074799,3.124547852244003,0.7606116552360069,10.4,6.0,0
7.099293533186354,0.6620383704506556,0.03723507494488287,1.9,0.09602119400440937,8.875883083517056,22.0,0.9960401412933627,3.3362764925055117,0.5950353233406822,9.78688184153806,5.124116916482943,0
7.114814902537592,0.3153909455273601,0.3939094552736009,2.446090544726399,0.07067901439254382,24.921810894527983,34.46090544726399,0.994250041027502,3.2577366186915206,0.7032098560745619,12.014814902537593,7.0,0
7.071752757362999,0.6489280330992996,0.005649448527400074,2.215258272088999,0.08276291360444994,17.0,26.0,0.9972424573531504,3.4245774816266996,0.5525977941096003,9.697730698459003,5.0,0
8.747203358930998,0.6486215772184346,0.24299087258249225,2.1700912741750775,0.09514954362912462,5.0,34.149543629124615,0.9968442124863486,3.3010273822525233,0.488036509670031,10.19531945961277,5.0,0
11.892485781920218,0.3858671800561202,0.6817343601122403,2.758671800561202,0.0934595852936448,17.0,34.887286728803275,0.9993045694303867,3.1018785545199457,0.6122542654239345,10.792485781920218,6.037571090398908,0
8.859346518655341,0.6938360040366724,0.021737356207810987,2.4255733602444836,0.08902293440977933,19.127866801222417,38.0,0.9988465598385331,3.356393340061121,0.5910493239144308,9.325573360244483,5.0,0
7.0875625995873115,0.4468906498968278,0.12124374004126888,2.3062187002063443,0.08359328050309517,20.531093501031723,40.23445324948414,0.9968398570524123,3.420621870020635,0.6276554675051587,9.793781299793656,6.0,0
5.799994182622317,1.0099937172321023,0.6599936008845486,2.000002326951073,0.03900010471279829,15.000011634755365,88.00001163475537,0.993569979639178,3.659998603829356,0.6000032577315025,11.500024432986269,6.000011634755366,0
7.666747337214167,0.5033615680249582,0.30417775886694787,2.466747337214166,0.07975151257276561,28.833131656964586,52.0,0.9964834583726819,3.364153557702698,0.6033373668607083,10.508403920062396,5.0,0
9.1,0.3962210293766205,0.19332876700166773,1.7432469456743234,0.0627025916297703,5.522510181085589,10.0,0.9965609278052334,3.2061255090542793,0.6038744909457205,10.765757126759912,6.522510181085589,0
7.7,0.5316390326000292,0.06764881880013612,1.7163903260002917,0.07405463442000097,9.0,39.0,0.9962893177710025,3.3571024746001266,0.4876488188001361,9.772682789999514,5.945365579999027,0
12.678462530377866,0.5856925060755732,0.4556535857758101,2.3215374696221334,0.08272688959974701,10.973078162972334,22.02692183702767,1.0,3.00403827555415,0.70403827555415,9.329614020730435,6.026921837027667,0
13.728649602500393,0.4563556929061827,0.6367837599374901,4.2522506624993435,0.08764324801250196,6.226125331249672,45.86937334375164,1.0015809002649998,3.0235675198749803,0.7919099735000262,10.619099735000264,6.226125331249672,0
8.026221152327349,0.37559551346178677,0.2787403841091157,1.5216794878545123,0.08330076927127074,8.0,23.0,0.9970045416644728,3.272167948785451,0.6634961536436462,9.6,5.695801280363719,0
6.030394251225503,0.5653476401348309,0.05823655073530164,2.3215770049020112,0.08014624202205393,13.0,26.303942512255027,0.9956037638400731,3.493433676348053,0.4791182753676508,10.577490773284552,5.0,0
7.46175000272959,0.3830875001364795,0.286958333788265,2.323041666211735,0.0829216666484694,23.23041666211735,70.5391666757653,0.9975917000120101,3.492350000545918,0.622350000545918,9.79216666484694,5.23041666211735,0
8.099410471165475,0.870198965981652,0.0002210733129467124,2.199852617791369,0.08402652879755361,10.00147382208631,31.00147382208631,0.9965592336125151,3.249970523558274,0.49997052355827376,9.800294764417263,5.0,0
7.5,0.39119656177360107,0.3531624067584792,2.210541355861597,0.06797720726503204,34.54131041182401,60.0,0.9949254131041183,3.275042750581119,0.7282051573395983,10.831624067584793,5.7293447940879965,0
8.370160949819358,0.7436738199919715,0.11431008502609288,1.8966845499799285,0.09895171505419292,15.966845499799286,63.0,0.99649668454998,3.1837006449618643,0.8455289651545502,9.596684549979928,5.0,0
10.120565213371965,0.4941130426743928,0.4889717393314018,2.3878532583574774,0.06726157618241586,6.0,25.224293483285045,0.9993962717300869,3.133457608997103,0.5720565213371964,9.34485869665701,5.775706516714955,0
9.067390561639316,0.638966741434401,0.22641330342623955,2.5978283150820536,0.09959755499835016,9.336952808196578,103.66304719180343,0.997490112000705,3.108696989049232,0.8361927184752963,9.868476404098288,5.336952808196577,0
7.845137796175229,0.5864465225046329,0.2938654857742201,2.7774311019123856,0.08516085959654586,16.0,37.0,0.9970451377961752,3.3254862203824773,0.56193274288711,10.648379265391743,5.741896326958715,0
7.412204469273266,0.5454723862728426,0.16938977653633672,2.1303149241818953,0.07297047007182317,12.0,31.0,0.9976539566400637,3.501811045490863,0.6836220909817259,9.645472386272843,5.848425379090525,0
9.450582043882308,0.5687521313728578,0.13856899271673379,2.911314598506805,0.09439267445375503,13.0,32.422629197013606,0.9996618966423891,3.3138103357610884,0.513510788328503,9.746422481791834,5.57737080298639,0
11.80293090564043,0.5581758543384258,0.6433552007591056,4.3697069094359575,0.1167296582646297,5.697069094359571,14.69706909435957,0.999187620354665,3.0827034173537027,0.8027362184923613,11.830293090564043,6.697069094359571,0
7.480708321655275,0.4767470486597697,0.17288871299082462,2.3301180536092128,0.08455413187632244,36.65059026804606,109.37352432988484,0.9962028735967082,3.0934940973195393,0.5495177080413819,9.50482291958618,5.0,0
8.614951466760594,0.3802330133662082,0.43735922669719335,4.498834933168959,0.06821941867746842,3.0,9.287378666901487,0.9969431844263098,3.331145626626747,0.6398834933168959,11.743689333450742,7.0,0
7.2198646401932365,0.48320163461674726,0.15046277605314012,1.9816779466505636,0.07880135359806764,9.816779466505636,16.183220533494364,0.9946012828505008,3.38969148263124,0.5808389733252818,11.646576426795491,6.0,0
6.699775364532263,0.5481613967756603,0.05455158096730192,2.0,0.06608743745186224,28.636772064486795,43.818386032243396,0.9950516364313035,3.390896838065396,0.7954933461262454,10.408968380653961,6.0,0
8.682223310605094,0.8293588487763353,0.1629058991842235,1.6596587057104357,0.08340341294289563,6.629058991842235,31.0,0.9960837640326311,3.1545129209789318,0.49709410081577654,10.037094100815777,5.370941008157765,0
9.85883588195051,0.478426843284813,0.49490299016254247,2.6098059803250853,0.23578132852862677,5.0,19.901940196749152,0.9989803880393499,3.304116411804949,0.774310431479864,10.582328236098979,5.90194019674915,0
9.902596848793678,0.5629370927572634,0.21925565692515692,2.0,0.08187362871664214,25.0,48.19330648030526,0.9984092903684885,3.13226774078779,0.5986612960610522,9.815983888183156,5.193306480305261,0
7.592429201381238,0.6835615482624353,0.2266688486077447,2.3030283194475047,0.11048518569392418,20.0,84.01514159723753,0.9964160500930718,3.215148143060758,0.6096971680552495,9.307570798618762,5.0,0
7.524575174031792,0.5005097911618497,0.07966013922543354,2.6983006961271676,0.08624575174031791,20.24575174031792,43.75424825968208,0.9964754248259682,3.3652548955809247,0.5850849651936416,10.650849651936415,6.0,0
11.089792801541883,0.4082041439691623,0.66,2.969659760051396,0.1069565103763578,12.0,29.393195201027922,0.9980223075226726,3.2164082879383247,0.7028165758766494,11.34612431907487,7.0,0
6.859063783399464,0.6851743776289544,0.011812756679892756,2.3818724332010723,0.06668425949404826,33.77191350198391,63.409362166005366,0.9964397519900461,3.512689296759249,0.6899403234788204,10.432170815806971,5.409362166005362,0
7.09152138137098,0.4788129933919373,0.22355942983010718,2.064405701698928,0.07540681469478483,5.983042762741961,28.0,0.9958033850874752,3.307118859660214,0.5127115679672053,9.835594298301071,5.0,0
9.737235346946301,0.3876463255104863,0.43706102346854114,1.6853051173427056,0.07137360010163633,5.0,10.921544183682876,0.9948506102346855,3.199414697958055,0.47255293061073983,11.392154418368287,5.078455816317124,0
9.627751520448069,0.4128804865433816,0.31078460468350244,2.2455503040896136,0.08775408514509177,5.455503040896135,13.455503040896135,0.9979088993918208,3.274660364907536,0.5744496959103865,9.564402432716907,4.544496959103865,0
7.663981242708914,0.3742969597429432,0.26116908168068725,2.141864165694522,0.05206950840138347,35.58135834305478,53.0,0.9946337442438755,3.2932543337221913,0.9373302071181524,12.167456662778088,7.0,0
7.5011783472019085,0.41681068688023326,0.2983267869599894,1.833464260800212,0.07233071478399576,31.16732130400106,70.50196391200318,0.9967981303957597,3.406614295679915,0.5866535739199787,9.58366065200053,5.83267869599894,0
12.805137091366003,0.3975494626059554,0.5390315858712779,2.7,0.08999409958555216,4.780631717425557,16.219368282574443,1.0006,3.012905242386166,0.5750989252119109,9.575494626059555,5.0,0
6.850263668308466,0.7836774912151716,0.012486816584576652,3.702738463329137,0.07432981775588711,21.832454438971777,47.0,0.9960702636683085,3.4107058936509076,0.47081136097429443,10.149208995074599,4.583772780514112,0
7.813999214255671,0.35051120714652917,0.3427998428511341,1.9143334642907215,0.06566889500023368,5.047778214302405,9.952221785697594,0.9942191447107245,3.28528902857677,0.54,11.214333464290721,6.952221785697595,0
9.778788850896555,0.5091207941144817,0.47939442544827704,2.5787888508965544,0.2423639863227595,5.0,20.0,0.9988981864843035,3.3019397633406906,0.7815155403586217,10.666062161434485,5.957577701793109,0
8.52040215873336,0.4450049037010894,0.3175478179911253,2.6020107936667998,0.08073467386244454,29.2040215873336,119.0,0.9970530652275111,3.1893869544977815,0.7085826370310615,9.32040215873336,4.734673862444533,0
8.31875689656014,0.6546060129269314,0.23406215517199297,3.0413984913698418,0.08237513793120281,33.60155387929982,86.19533836210053,0.9972975914870853,3.19,0.4598446120700176,9.2,5.0,0
7.148279956102965,0.6568268083404366,0.06524318068530476,1.870344008779407,0.07144839868308897,40.88967973661779,62.11032026338221,0.9970370106554808,3.451720043897035,0.6943416342396871,9.692408061455849,5.0,0
6.142884832814248,0.3457212082035621,0.3056824422636143,2.599806170300261,0.08700387659399478,18.714424164071243,42.0,0.9948541624939766,3.5185963495328236,0.5957018252335882,11.50009691484987,6.0,0
10.796397886991228,0.3783104754269738,0.4824099471747807,2.2445968304868416,0.11752916375817986,15.240994717478069,48.51801056504386,0.9981445968304868,3.051689524573026,0.8606088906703946,9.916895245730261,6.240994717478069,0
5.723019156879769,0.5143522349693064,0.09102515964066474,2.279496807186705,0.05269057470639308,17.102515964066473,99.20503192813295,0.9938947803317263,3.600270370420722,0.6187232439526879,12.71295530061387,5.0,0
11.180603750110524,0.35292183036898483,0.5829218303689848,2.380603750110525,0.09409822053800374,10.0,23.51385446420677,0.9990750619644279,3.1756927232103385,0.8705541785682707,9.886145535793233,6.4861455357932325,0
7.7455547222044725,0.5454445277795528,0.02491109444408944,2.1580015000319506,0.0735622338891374,10.508890555591055,35.0,0.9956583996999936,3.350177811111821,0.5954445277795528,10.407112444472846,5.508890555591056,0
8.883006921698243,0.5200162503200508,0.28415034608491213,2.4215684621293248,0.08741503460849122,11.892157689353377,62.0,0.9966923201925539,3.1733986156603513,0.6041503460849121,10.315359614892229,6.0,0
6.36768784357582,0.5787810384804919,0.08396323763127049,1.6798774587709016,0.05380490164916393,24.0,32.06707513743033,0.9941125636896538,3.5218897128938114,0.5966462431284836,11.192679780111476,5.0,0
7.448251895961967,0.5082750631987322,0.0475989888202846,1.7689974720507116,0.08175758215835188,12.82750631987322,31.0,0.9957646609066827,3.3875989888202844,0.5710488624228203,10.344755687885899,6.0,0
7.939441876381927,0.4805581236180726,0.1336651258291564,2.090837185427109,0.07481674370854217,6.0,18.0,0.9972454185927135,3.29,0.6160558123618073,9.230279061809036,5.697209381909637,0
9.171375373544503,0.6285816589337494,0.06570487378095058,1.7571346728530004,0.07271375373544503,8.571346728530004,18.714326635735,0.9972185415559134,3.28428939721615,0.5642808037118003,9.800028645014498,6.0,0
11.315313542474753,0.2584917444482302,0.4961485156856064,3.584455470568193,0.09753597398661633,4.461716143813119,22.076567712373762,0.999138283856187,3.2292112241805566,0.7668448967222277,10.284686457525247,5.538283856186881,0
8.655303835232397,0.7691878632276646,0.13212153409295874,2.2920994521096576,0.08241989042193153,12.0,31.0,0.9979395027394518,3.3889392329535206,0.4934309314135821,9.923701643671027,5.0,0
7.291621371824014,0.36556763418026283,0.34748641154720433,1.9832427436480287,0.065,34.0,60.0,0.9964620018485023,3.423351451270394,0.8013783200922701,10.358106859120072,5.305404572746714,0
8.883184849324653,0.7866815150675347,0.031869431849674494,1.7626113630065103,0.07583184849324653,4.2710189383441834,14.0,0.9976476753801525,3.2981305681503255,0.5508407575337674,10.052324619847438,4.0,0
8.165970915455185,0.4201096379016699,0.06553236384850619,1.9659709154551857,0.07979801825076452,12.0,48.86169090378735,0.9966137529230392,3.3617014542272408,0.5227661819242531,9.844676361514939,6.0,0
10.162964205328905,0.26451856821315617,0.30851789733554774,2.2644429536053146,0.07638514542947505,15.0,33.0,0.9963125861322897,3.2748143178684384,0.7257771814421259,12.032599549841866,6.0,0
10.007070903866703,0.4350807824973286,0.40684850846400433,2.21929290961333,0.1103858581922666,11.0,37.1929290961333,0.9972240505621214,3.175434327690664,0.6487777994253374,10.819292909613331,5.0,0
7.982855638226105,0.738117931684361,0.30442939897564236,2.1390481205912986,0.08829529326504283,5.0,12.804759397043508,0.9969754733066,3.3680475939704353,0.7270470673495718,10.836668422069543,6.0,0
7.169068390448977,0.8179566516142819,0.2602110924163291,1.8963974143265336,0.1190807757020399,9.345341952244889,90.96397414326533,0.9962654658047755,3.2869068390448977,0.6027329023877556,9.261863219102045,5.0,0
6.466438954573015,0.5226046546336504,0.24945349097523778,1.6657558182920629,0.0613492731798889,15.664389545730158,28.0,0.9950683604729257,3.3801366272561904,0.6601366272561906,10.066438954573016,6.335610454269843,0
6.708589812644344,0.5382820374711312,0.1302147453161086,2.0171796252886876,0.076,15.0,36.021474531610856,0.9972772369964924,3.604631367097285,0.6367788202583711,9.819327078449774,5.0,0
6.514770221001659,0.32004239433764514,0.12156181077545608,1.4860776657512438,0.06456537223747927,15.0,28.143462776252072,0.9946086501609127,3.3927420725121062,0.7086077665751244,10.186501609127696,7.143462776252073,0
10.480467944636104,0.38390641107277923,0.5251754792385389,2.2103509584770777,0.08221871778544415,6.29883013840974,20.0,0.9964312868477493,3.14,0.7409181096886818,11.1,7.0,0
7.872468113938468,0.31461240389922907,0.3299287313330787,1.927294323838461,0.07227531886061532,9.27294323838461,16.72705676161539,0.9940411315355361,3.2700475124446142,0.5536471619192305,12.081645409292312,6.0,0
10.424829117761028,0.3950341764477943,0.5043109191603856,2.1686218383207714,0.07999316471044113,6.437927205597429,20.0,0.9962782800738428,3.14,0.75065490439182,11.1,7.0,0
8.568782132758926,0.6721955331897314,0.48100541340844827,5.898944535012372,0.11967198935277484,34.05290933289148,151.0529093328915,1.0008412720013256,3.306825440026511,1.1050798402916224,9.305290933289148,5.0,0
5.8563601200999855,0.6571566521905948,0.26014964988470557,2.0029929976941108,0.03085783260952974,34.01496498847055,98.01496498847055,0.9920096741579553,3.4982042013835337,0.5041395131629431,11.600748249423527,6.007482494235277,0
6.185844687039031,0.5738051770986989,0.24955858321040847,2.2141553129609686,0.05827397816648715,13.76103541973979,49.38051770986989,0.994093881470179,3.474688010677882,0.6266362396908927,12.685844687039031,5.380517709869895,0
7.483696466306841,0.5953268196761567,0.18858752641478865,1.8141247358521135,0.07632607067386318,35.673929326136815,60.16303533693159,0.9949954320145568,3.1538016611874253,0.4309767140170023,9.544553005397388,5.163035336931591,0
7.4006879131654815,0.8420682500501083,0.11282766086433653,1.9503439565827407,0.10515858087235386,11.0,22.213794347738943,0.9961289645218089,3.2771035478191153,0.5128276608643365,9.457241130452212,5.0,0
7.753111213584882,0.4073444393207559,0.635188648075528,1.8,0.4904375451623185,6.14110752452914,44.73444393207559,0.9969327780339622,3.123733456301858,1.169710936905701,9.42655560679244,5.2655560679244084,0
8.538773953771038,0.49765325577862024,0.42850319383613844,2.246257984590346,0.07646257984590346,25.23128992295173,120.61564496147587,0.9974156449614758,3.237687100770483,0.5646257984590346,9.276871007704827,5.0,0
6.820154731167383,0.6173060900481765,0.04050386827918459,1.5251934139592294,0.05755425510710305,5.0,10.0,0.9952865304502408,3.419244197581223,0.5989922634416308,9.50755802418777,5.0,0
9.980501336140994,0.5477102939510189,0.5168691181469435,2.4644010689127955,0.09493203206738388,29.838997327718012,52.16100267228199,0.9975347072151614,3.1980501336140996,0.745509759494621,11.326295457120619,6.677994655436022,0
6.306850790072444,0.3630828555325999,0.18794476297826676,3.1908656132367414,0.07501141798345407,14.988582016545926,39.0,0.9955956611662875,3.5574880436401037,0.5201141798345408,12.678305831437259,6.0,0
8.281490506853183,0.5781490506853183,0.16185200881483797,3.688900661112847,0.11029630022037094,33.0,73.88890066111284,0.9964718647228168,3.1611109933888715,0.6062959823703241,9.96295982370324,5.703699779629051,0
10.255385664589086,0.32029742890273943,0.4488102843890423,6.385128554863029,0.073,5.059485780547886,13.0,0.9975696622519207,3.232082002319176,0.8140514219452113,12.585128554863028,7.970257109726057,0
8.805846679629491,0.4119346914148353,0.2805588554592366,1.7875322656296406,0.06462596796888923,25.124677343703592,42.0,0.9959875322656296,3.285038718755569,0.7162080546814671,10.993895195333383,6.0,0
7.270492021498786,0.5023497340499595,0.14240425520064753,2.006010638001619,0.07405465426494738,12.234973404995953,31.0,0.997086009306859,3.4824042552006476,0.6777047871007285,9.811476064496357,6.0,0
7.0458452120520585,0.5445845212052058,0.05017192829262511,1.8819484040173526,0.06665616090960956,7.0,11.0,0.9952156732837594,3.497220638393059,0.5681948404017353,11.329512898995663,5.704871010043382,0
8.198840956217143,0.34,0.40354153278140265,2.173148743193766,0.07053702513612467,22.63425628403117,36.182871857984416,0.99415407597822,3.1538892459162593,0.7781712814201559,12.345138442604675,6.182871857984415,0
9.163929094823354,0.6068921767296396,0.3039290948233542,2.2174987787455067,0.08681427873568862,9.0,22.453569683922154,0.9976787119827772,3.3298926652314367,0.5862855747137723,9.636070905176647,5.0,0
8.191216408345284,0.787911533938525,0.09802211651536877,2.5604423303073753,0.07981326990922127,44.868141101024584,86.93407055051229,0.9981516587386526,3.4889004756808406,0.5283517637628073,10.016482362371926,4.967035275256146,0
10.717330045347262,0.2770506781471272,0.4391495684518282,3.3,0.062118417587976406,20.0,48.89666255668408,0.9972826699546528,3.136716933815535,0.546716933815535,9.6,5.0,0
7.398081760678188,0.8671882861102057,0.029712264101728312,2.247602200847736,0.12291721705249395,4.495204401695472,10.504795598304527,0.9963870267290512,3.39,0.539808176067819,9.900959119660905,5.0,0
7.39416447374843,0.8194638158032349,0.078154605267745,3.1261842107097997,0.0787476315785804,12.4369078946451,54.0,0.9972757105264259,3.384369078946451,0.547476315785804,9.828154605267745,5.0,0
8.968679764425412,0.6923089978826551,0.20181178798286947,2.5412078586552465,0.08503848329804425,9.0,30.0,0.9981520899015355,3.309780903652819,0.6262640471149179,10.706039293276232,5.137359528850821,0
10.435851122381559,0.29434044895262323,0.5489627805953895,2.6103721940461053,0.11342501375966613,5.17925561190779,18.82074438809221,0.9987641488776184,3.2123563214993642,0.7052873570012719,9.48207443880922,5.0,0
9.019999651823632,0.34600059189982585,0.40200013927054723,2.240002785410945,0.09580012534349253,6.0,10.0,0.9959360018105171,3.1499996518236317,0.58,11.740002785410946,7.0,0
7.486894953002982,0.5931624245431127,0.09025636318533092,1.9868949530029816,0.07855270707571854,6.447292924281455,18.0,0.9967103711182775,3.281054141514371,0.6255270707571855,9.3,5.0,0
7.877587577392974,0.6508627150566879,0.12793107363979928,2.8017231590050184,0.07731039573173905,12.396553681989964,53.396553681989964,0.9971555175154786,3.36,0.5581033895403011,9.496553681989964,5.0,0
11.360485491426273,0.35868284971420905,0.6623398439983903,2.2317150285790937,0.09,5.868284971420906,21.0,0.9998155989599893,3.17,0.6081456474278816,9.371229537152821,5.868284971420906,0
8.605707031236237,0.5919974609326836,0.14652957589089124,1.9730591517817824,0.09790180245490498,12.865295758908912,49.0,0.9962067352120545,3.17098197545095,0.5632647879454455,10.851825334799804,5.134704241091088,0
7.368545358364058,0.4093183020449288,0.3718089129735053,2.5842726791820287,0.08137090716728114,17.842726791820283,82.31454641635943,0.9971397638191083,3.3583091774723486,0.6564090187730427,9.7,5.842726791820285,0
7.197275783028171,0.3595660574734559,0.2346721278689063,2.1592333548699907,0.07363572780135433,26.3097878592091,34.3804242815818,0.9931386885114756,3.291251207618093,0.555923335486999,12.43804242815818,6.6902121407909005,0
7.906063744747412,0.5229863404112689,0.34991411490835544,1.9290045531962436,0.0840217302145726,24.580091063924876,87.12986340411268,0.9964042446213232,3.2883981787215024,0.53,9.770995446803756,5.0,0
9.212858596580913,0.543283824444811,0.2134323511103779,1.6385757897427438,0.07890010176066402,9.871414034190854,21.128585965809144,0.995929733474868,3.1667161755551887,0.49771515794854876,9.848565613676342,5.0,0
7.5,0.5714487186101356,0.17018108982626692,5.919919880889363,0.09323675209265762,27.654594011582205,94.0,0.9987277868625295,3.3014487186101356,0.7078135688996906,9.30181089826267,5.0,0
6.474690235506196,0.46340265149444704,0.13846460439320785,1.5609955808425884,0.08069292087864158,15.390044191574116,49.20331860280863,0.9955008296507021,3.3640663720561723,0.7412035353259294,9.439004419157412,5.0,0
9.025608268430249,0.3575514688671749,0.40755146886717486,3.1497192607245004,0.06650655058309499,10.250467898792499,19.0,0.9950857579960438,3.282467247084525,0.7049532101207501,11.899812840483,7.0,0
10.9499496398428,0.5813142092004306,0.46497481992139983,4.162991011532704,0.10137714030668102,21.750251800786003,100.249748199214,1.0011466012620964,3.1637613310353703,0.5737714030668102,9.4249748199214,5.0,0
8.128920581458123,0.582074613624094,0.39437141544881216,1.9143491966287498,0.39544825095491243,15.57174598314375,62.42825401685625,0.9972576189747157,3.0171523794943123,1.3498666870796256,9.214127008428125,5.0,0
5.751056208744631,0.6017320510175247,0.06662643014306169,1.8498491130364814,0.06451659756598704,20.334339246423458,31.0,0.9950924261310496,3.4799396452145923,0.6299698226072963,10.166566075357654,6.0,0
8.353043530240631,0.2796695766529386,0.4,1.7093912939518738,0.06653043530240631,7.90608706048126,20.0,0.9958487480267288,3.3796695766529385,0.609391293951874,10.556347763711244,5.0,0
8.226744897250251,0.3412156771477387,0.37437643773185925,1.9565289873698486,0.05720666511511558,42.93921614261306,74.02431354295477,0.9941398113156688,3.2292705937113566,0.8104862708590955,12.0,6.012156771477387,0
8.17622589477643,0.724644522258832,0.49093155305409975,1.8,0.2957525533703428,19.325980080941207,56.0,0.9964503920323765,3.1275734267105983,0.9576717522446876,9.26740199190588,5.0,0
